NechaG93688	NechaT93688	2615272	2615619	2615620	2615696	2615697	2616194
NechaG91501	NechaT91501	4243805	4243869	4243870	4244938	4244939	4245777
NechaG91501	NechaT91501	4244939	4245777	4245778	4245849	4245850	4247217
NechaG91501	NechaT91501	4245850	4247217	4247218	4247267	4247268	4247415
NechaG91501	NechaT91501	4247268	4247415	4247416	4247468	4247469	4247586
NechaG91501	NechaT91501	4247469	4247586	4247587	4247641	4247642	4247670
NechaG91501	NechaT91501	4247642	4247670	4247671	4247745	4247746	4247790
NechaG82482	NechaT82482	969944	971883	971884	971968	971969	972071
NechaG68993	NechaT68993	623435	623515	623516	623572	623573	623931
NechaG68993	NechaT68993	623573	623931	623932	623982	623983	624611
NechaG68993	NechaT68993	623983	624611	624612	624662	624663	624964
NechaG79559	NechaT79559	3668084	3668767	3668768	3668818	3668819	3668830
NechaG82311	NechaT82311	468417	469869	469870	469921	469922	469963
NechaG82311	NechaT82311	469922	469963	469964	470031	470032	470087
NechaG90418	NechaT90418	5158909	5159243	5159244	5159309	5159310	5159730
NechaG90418	NechaT90418	5159310	5159730	5159731	5159792	5159793	5159966
NechaG51570	NechaT51570	25538	25685	25686	25748	25749	26010
NechaG51570	NechaT51570	25749	26010	26011	26066	26067	26216
NechaG51570	NechaT51570	26067	26216	26217	26273	26274	26482
NechaG51570	NechaT51570	26274	26482	26483	26556	26557	27174
NechaG51570	NechaT51570	26557	27174	27175	27234	27235	27479
NechaG65383	NechaT65383	1558364	1559540	1559541	1559588	1559589	1560920
NechaG74051	NechaT74051	225366	226729	226730	226894	226895	227927
NechaG47184	NechaT47184	1230742	1233125	1233126	1233196	1233197	1233881
NechaG53534	NechaT53534	1008681	1009611	1009612	1009875	1009876	1010147
NechaG53534	NechaT53534	1009876	1010147	1010148	1010209	1010210	1010581
NechaG82489	NechaT82489	987926	988363	988364	988423	988424	988652
NechaG82489	NechaT82489	988424	988652	988653	988787	988788	989110
NechaG39497	NechaT39497	4180916	4180976	4180977	4181033	4181034	4183987
NechaG97055	NechaT97055	2651904	2651918	2651919	2651963	2651964	2652735
NechaG97055	NechaT97055	2651964	2652735	2652736	2652781	2652782	2653155
NechaG72124	NechaT72124	132887	133451	133452	133527	133528	133636
NechaG72124	NechaT72124	133528	133636	133637	133694	133695	133965
NechaG72124	NechaT72124	133695	133965	133966	134073	134074	134191
NechaG90850	NechaT90850	1227177	1227244	1227245	1227300	1227301	1227559
NechaG90850	NechaT90850	1227301	1227559	1227560	1227618	1227619	1228038
NechaG90850	NechaT90850	1227619	1228038	1228039	1228088	1228089	1229156
NechaG90850	NechaT90850	1228089	1229156	1229157	1229223	1229224	1229259
NechaG76132	NechaT76132	917879	918223	918224	918270	918271	918590
NechaG76132	NechaT76132	918271	918590	918591	918770	918771	920820
NechaG83000	NechaT83000	2319740	2320046	2320047	2320098	2320099	2320385
NechaG84128	NechaT84128	2839252	2840601	2840602	2840641	2840642	2840644
NechaG84128	NechaT84128	2840642	2840644	2840645	2840717	2840718	2840771
NechaG94790	NechaT94790	320316	320729	320730	320804	320805	321699
NechaG94790	NechaT94790	320805	321699	321700	321756	321757	321964
NechaG94790	NechaT94790	321757	321964	321965	322000	322001	322046
NechaG94790	NechaT94790	322001	322046	322047	322100	322101	322141
NechaG94790	NechaT94790	322101	322141	322142	322192	322193	322616
NechaG106522	NechaT106522	971983	972246	972247	972359	972360	972554
NechaG106522	NechaT106522	972360	972554	972555	972607	972608	972643
NechaG95012	NechaT95012	1631138	1631194	1631195	1631254	1631255	1631272
NechaG95012	NechaT95012	1631255	1631272	1631273	1631328	1631329	1631799
NechaG37111	NechaT37111	4340178	4340588	4340589	4340681	4340682	4340739
NechaG37111	NechaT37111	4340682	4340739	4340740	4340876	4340877	4341452
NechaG37111	NechaT37111	4340877	4341452	4341453	4341520	4341521	4341750
NechaG33315	NechaT33315	1599834	1599982	1599983	1600045	1600046	1600547
NechaG123177	NechaT123177	2707885	2707961	2707962	2708019	2708020	2708786
NechaG123177	NechaT123177	2708020	2708786	2708787	2708836	2708837	2709551
NechaG41909	NechaT41909	2192776	2194401	2194402	2194461	2194462	2194896
NechaG47576	NechaT47576	2506183	2506225	2506226	2506271	2506272	2507482
NechaG84420	NechaT84420	292942	293074	293075	293132	293133	293230
NechaG84420	NechaT84420	293133	293230	293231	293287	293288	293370
NechaG84420	NechaT84420	293288	293370	293371	293424	293425	293542
NechaG84420	NechaT84420	293425	293542	293543	293595	293596	293694
NechaG84420	NechaT84420	293596	293694	293695	293758	293759	293870
NechaG84420	NechaT84420	293759	293870	293871	293927	293928	294006
NechaG84420	NechaT84420	293928	294006	294007	294065	294066	294166
NechaG84420	NechaT84420	294066	294166	294167	294224	294225	294343
NechaG92629	NechaT92629	1318335	1318394	1318395	1318447	1318448	1318581
NechaG92629	NechaT92629	1318448	1318581	1318582	1318631	1318632	1318788
NechaG92629	NechaT92629	1318632	1318788	1318789	1318839	1318840	1319091
NechaG68556	NechaT68556	2622713	2622998	2622999	2623045	2623046	2623318
NechaG68556	NechaT68556	2623046	2623318	2623319	2623368	2623369	2624200
NechaG68556	NechaT68556	2623369	2624200	2624201	2624231	2624232	2624265
NechaG68556	NechaT68556	2624232	2624265	2624266	2624765	2624766	2624921
NechaG41432	NechaT41432	3869836	3870060	3870061	3870136	3870137	3870267
NechaG41432	NechaT41432	3870137	3870267	3870268	3870372	3870373	3870988
NechaG102167	NechaT102167	1961334	1962833	1962834	1962881	1962882	1962940
NechaG100651	NechaT100651	3073921	3074917	3074918	3075036	3075037	3075573
NechaG100651	NechaT100651	3075037	3075573	3075574	3075756	3075757	3076306
NechaG30662	NechaT30662	5291377	5292906	5292907	5292959	5292960	5293169
NechaG84518	NechaT84518	574591	576582	576583	576630	576631	577110
NechaG84518	NechaT84518	576631	577110	577111	577164	577165	577341
NechaG77509	NechaT77509	1039129	1039154	1039155	1039209	1039210	1039255
NechaG77509	NechaT77509	1039210	1039255	1039256	1039303	1039304	1039383
NechaG77509	NechaT77509	1039304	1039383	1039384	1039440	1039441	1039657
NechaG77509	NechaT77509	1039441	1039657	1039658	1039709	1039710	1039811
NechaG77509	NechaT77509	1039710	1039811	1039812	1039856	1039857	1039985
NechaG77509	NechaT77509	1039857	1039985	1039986	1040046	1040047	1040417
NechaG77509	NechaT77509	1040047	1040417	1040418	1040467	1040468	1040516
NechaG95951	NechaT95951	254662	254867	254868	254915	254916	254978
NechaG95951	NechaT95951	254916	254978	254979	255028	255029	256334
NechaG85250	NechaT85250	2920357	2920673	2920674	2920728	2920729	2920840
NechaG85250	NechaT85250	2920729	2920840	2920841	2920895	2920896	2920983
NechaG85250	NechaT85250	2920896	2920983	2920984	2921032	2921033	2921142
NechaG85250	NechaT85250	2921033	2921142	2921143	2921192	2921193	2921347
NechaG85250	NechaT85250	2921193	2921347	2921348	2921394	2921395	2921749
NechaG85250	NechaT85250	2921395	2921749	2921750	2921809	2921810	2921898
NechaG85250	NechaT85250	2921810	2921898	2921899	2921949	2921950	2922205
NechaG91727	NechaT91727	1203001	1203047	1203048	1203409	1203410	1205015
NechaG39806	NechaT39806	390140	390254	390255	390303	390304	390938
NechaG51830	NechaT51830	873562	873924	873925	873973	873974	874348
NechaG51830	NechaT51830	873974	874348	874349	874396	874397	874985
NechaG51830	NechaT51830	874397	874985	874986	875035	875036	875172
NechaG83044	NechaT83044	2431043	2431251	2431252	2431309	2431310	2431589
NechaG83044	NechaT83044	2431310	2431589	2431590	2431651	2431652	2432239
NechaG80511	NechaT80511	2546334	2546465	2546466	2546502	2546503	2546778
NechaG36678	NechaT36678	3652279	3652698	3652699	3652871	3652872	3653414
NechaG73859	NechaT73859	1350524	1350757	1350758	1351113	1351114	1351634
NechaG84953	NechaT84953	2085109	2086103	2086104	2086152	2086153	2086531
NechaG94251	NechaT94251	1252323	1252656	1252657	1252709	1252710	1253326
NechaG101631	NechaT101631	1563715	1564245	1564246	1564295	1564296	1566039
NechaG46616	NechaT46616	1548835	1548928	1548929	1548996	1548997	1549054
NechaG46616	NechaT46616	1548997	1549054	1549055	1549102	1549103	1549298
NechaG46616	NechaT46616	1549103	1549298	1549299	1549325	1549326	1549394
NechaG46616	NechaT46616	1549326	1549394	1549395	1549448	1549449	1549649
NechaG46616	NechaT46616	1549449	1549649	1549650	1549700	1549701	1549747
NechaG46616	NechaT46616	1549701	1549747	1549748	1549794	1549795	1550085
NechaG46616	NechaT46616	1549795	1550085	1550086	1550137	1550138	1550519
NechaG41324	NechaT41324	1600700	1601770	1601771	1602125	1602126	1603217
NechaG41324	NechaT41324	1602126	1603217	1603218	1603277	1603278	1603371
NechaG41324	NechaT41324	1603278	1603371	1603372	1603483	1603484	1603944
NechaG70660	NechaT70660	1342752	1347361	1347362	1347413	1347414	1349236
NechaG70660	NechaT70660	1347414	1349236	1349237	1349785	1349786	1353970
NechaG70660	NechaT70660	1349786	1353970	1353971	1354023	1354024	1354861
NechaG101753	NechaT101753	2993349	2993637	2993638	2993695	2993696	2994706
NechaG78651	NechaT78651	356217	356239	356240	356454	356455	356480
NechaG78651	NechaT78651	356455	356480	356481	356926	356927	358953
NechaG88699	NechaT88699	170585	170596	170597	170760	170761	170875
NechaG88699	NechaT88699	170761	170875	170876	170927	170928	171043
NechaG88699	NechaT88699	170928	171043	171044	171322	171323	171423
NechaG88699	NechaT88699	171323	171423	171424	171498	171499	171607
NechaG106557	NechaT106557	159951	160051	160052	160444	160445	160594
NechaG106557	NechaT106557	160445	160594	160595	160645	160646	160795
NechaG106557	NechaT106557	160646	160795	160796	160839	160840	160906
NechaG84204	NechaT84204	3101055	3101345	3101346	3101390	3101391	3102082
NechaG84204	NechaT84204	3101391	3102082	3102083	3102135	3102136	3102334
NechaG84204	NechaT84204	3102136	3102334	3102335	3102422	3102423	3102686
NechaG84204	NechaT84204	3102423	3102686	3102687	3102715	3102716	3103101
NechaG84204	NechaT84204	3102716	3103101	3103102	3103263	3103264	3103396
NechaG85082	NechaT85082	2454316	2454927	2454928	2455476	2455477	2455530
NechaG67766	NechaT67766	3738472	3738930	3738931	3738986	3738987	3739511
NechaG96107	NechaT96107	928810	929488	929489	929540	929541	929797
NechaG96107	NechaT96107	929541	929797	929798	929847	929848	930423
NechaG96107	NechaT96107	929848	930423	930424	930476	930477	931014
NechaG96107	NechaT96107	930477	931014	931015	931111	931112	932142
NechaG26554	NechaT26554	559289	559363	559364	559413	559414	560382
NechaG83278	NechaT83278	127868	128075	128076	128177	128178	129061
NechaG36605	NechaT36605	1021323	1021394	1021395	1021446	1021447	1022406
NechaG85257	NechaT85257	2933427	2934852	2934853	2934907	2934908	2935644
NechaG44235	NechaT44235	1292436	1292653	1292654	1292706	1292707	1293364
NechaG96373	NechaT96373	2257140	2257298	2257299	2257345	2257346	2257514
NechaG96373	NechaT96373	2257346	2257514	2257515	2257562	2257563	2258263
NechaG94378	NechaT94378	1834114	1834168	1834169	1834221	1834222	1834286
NechaG94378	NechaT94378	1834222	1834286	1834287	1834344	1834345	1834707
NechaG94378	NechaT94378	1834345	1834707	1834708	1834756	1834757	1835518
NechaG94378	NechaT94378	1834757	1835518	1835519	1835565	1835566	1835670
NechaG94378	NechaT94378	1835566	1835670	1835671	1835726	1835727	1835966
NechaG99714	NechaT99714	2848896	2850953	2850954	2851341	2851342	2851458
NechaG89057	NechaT89057	22044	22112	22113	22152	22153	22346
NechaG89057	NechaT89057	22153	22346	22347	22747	22748	22755
NechaG89057	NechaT89057	22748	22755	22756	22887	22888	22898
NechaG89057	NechaT89057	22888	22898	22899	23037	23038	23053
NechaG89057	NechaT89057	23038	23053	23054	23095	23096	23106
NechaG89057	NechaT89057	23096	23106	23107	23160	23161	23180
NechaG89057	NechaT89057	23161	23180	23181	23387	23388	23399
NechaG89057	NechaT89057	23388	23399	23400	23568	23569	23582
NechaG89057	NechaT89057	23569	23582	23583	23930	23931	23947
NechaG47287	NechaT47287	3217482	3217769	3217770	3217883	3217884	3219125
NechaG38040	NechaT38040	1848621	1849156	1849157	1849208	1849209	1849761
NechaG38040	NechaT38040	1849209	1849761	1849762	1849817	1849818	1849937
NechaG32370	NechaT32370	769450	769551	769552	769607	769608	769703
NechaG32370	NechaT32370	769608	769703	769704	769768	769769	770617
NechaG32370	NechaT32370	769769	770617	770618	770666	770667	770731
NechaG32370	NechaT32370	770667	770731	770732	770789	770790	770901
NechaG32370	NechaT32370	770790	770901	770902	770963	770964	771002
NechaG74456	NechaT74456	1654279	1654929	1654930	1654984	1654985	1655095
NechaG74456	NechaT74456	1654985	1655095	1655096	1655153	1655154	1655246
NechaG74456	NechaT74456	1655154	1655246	1655247	1655302	1655303	1655416
NechaG74456	NechaT74456	1655303	1655416	1655417	1655467	1655468	1655821
NechaG101049	NechaT101049	166365	167382	167383	167448	167449	167661
NechaG90964	NechaT90964	1697358	1697683	1697684	1697741	1697742	1698039
NechaG90964	NechaT90964	1697742	1698039	1698040	1698090	1698091	1699056
NechaG90503	NechaT90503	5701985	5703048	5703049	5703100	5703101	5703320
NechaG29911	NechaT29911	1154658	1155701	1155702	1155749	1155750	1155785
NechaG78510	NechaT78510	4467683	4467835	4467836	4467887	4467888	4468149
NechaG78510	NechaT78510	4467888	4468149	4468150	4468206	4468207	4468398
NechaG78510	NechaT78510	4468207	4468398	4468399	4468459	4468460	4468851
NechaG78510	NechaT78510	4468460	4468851	4468852	4468902	4468903	4469319
NechaG51256	NechaT51256	2602001	2603149	2603150	2603201	2603202	2603618
NechaG96018	NechaT96018	524750	524806	524807	525012	525013	526351
NechaG96018	NechaT96018	525013	526351	526352	526404	526405	527096
NechaG56509	NechaT56509	18949	19077	19078	19132	19133	19793
NechaG56509	NechaT56509	19133	19793	19794	19847	19848	20008
NechaG56509	NechaT56509	19848	20008	20009	20077	20078	20848
NechaG51418	NechaT51418	375098	375541	375542	375592	375593	375775
NechaG51418	NechaT51418	375593	375775	375776	375823	375824	376050
NechaG51418	NechaT51418	375824	376050	376051	376189	376190	376231
NechaG51418	NechaT51418	376190	376231	376232	376280	376281	376569
NechaG51418	NechaT51418	376281	376569	376570	376619	376620	376775
NechaG74082	NechaT74082	305519	306012	306013	306058	306059	306125
NechaG74082	NechaT74082	306059	306125	306126	306174	306175	306233
NechaG74082	NechaT74082	306175	306233	306234	306285	306286	306310
NechaG78193	NechaT78193	3534191	3534378	3534379	3534525	3534526	3535564
NechaG62245	NechaT62245	2973651	2973725	2973726	2973829	2973830	2973917
NechaG62245	NechaT62245	2973830	2973917	2973918	2974012	2974013	2974251
NechaG62245	NechaT62245	2974013	2974251	2974252	2974316	2974317	2976150
NechaG98075	NechaT98075	1178335	1179035	1179036	1179083	1179084	1179156
NechaG94105	NechaT94105	582108	582387	582388	582473	582474	583122
NechaG94105	NechaT94105	582474	583122	583123	583236	583237	583327
NechaG71135	NechaT71135	1822071	1822498	1822499	1822559	1822560	1822827
NechaG71135	NechaT71135	1822560	1822827	1822828	1822871	1822872	1823088
NechaG71135	NechaT71135	1822872	1823088	1823089	1823138	1823139	1823441
NechaG71135	NechaT71135	1823139	1823441	1823442	1823489	1823490	1823975
NechaG71135	NechaT71135	1823490	1823975	1823976	1824026	1824027	1824973
NechaG71135	NechaT71135	1824027	1824973	1824974	1825471	1825472	1825485
NechaG71135	NechaT71135	1825472	1825485	1825486	1825588	1825589	1825835
NechaG71135	NechaT71135	1825589	1825835	1825836	1825907	1825908	1826439
NechaG68831	NechaT68831	3834270	3834933	3834934	3835500	3835501	3835590
NechaG68831	NechaT68831	3835501	3835590	3835591	3835639	3835640	3835936
NechaG101499	NechaT101499	549491	550876	550877	551089	551090	551155
NechaG105006	NechaT105006	1217029	1217235	1217236	1217291	1217292	1217495
NechaG105006	NechaT105006	1217292	1217495	1217496	1217557	1217558	1217759
NechaG85655	NechaT85655	985245	985337	985338	985392	985393	985800
NechaG48223	NechaT48223	434503	435177	435178	435226	435227	437637
NechaG48223	NechaT48223	435227	437637	437638	437685	437686	437836
NechaG48223	NechaT48223	437686	437836	437837	437885	437886	437936
NechaG48223	NechaT48223	437886	437936	437937	437984	437985	438302
NechaG105483	NechaT105483	1411892	1411999	1412000	1412051	1412052	1412988
NechaG101314	NechaT101314	1827597	1828950	1828951	1829002	1829003	1829206
NechaG98819	NechaT98819	3228459	3228532	3228533	3228580	3228581	3228594
NechaG98819	NechaT98819	3228581	3228594	3228595	3228941	3228942	3228985
NechaG98819	NechaT98819	3228942	3228985	3228986	3229336	3229337	3229401
NechaG98819	NechaT98819	3229337	3229401	3229402	3229722	3229723	3229781
NechaG98819	NechaT98819	3229723	3229781	3229782	3229840	3229841	3229874
NechaG98819	NechaT98819	3229841	3229874	3229875	3229930	3229931	3230144
NechaG98819	NechaT98819	3229931	3230144	3230145	3230332	3230333	3231228
NechaG85748	NechaT85748	1284167	1285776	1285777	1285865	1285866	1285929
NechaG102170	NechaT102170	2036758	2038242	2038243	2038306	2038307	2038511
NechaG61941	NechaT61941	1965970	1966775	1966776	1966839	1966840	1967232
NechaG61941	NechaT61941	1966840	1967232	1967233	1967292	1967293	1967792
NechaG61473	NechaT61473	3664756	3666244	3666245	3666300	3666301	3666834
NechaG74669	NechaT74669	2426476	2426880	2426881	2426939	2426940	2427097
NechaG74669	NechaT74669	2426940	2427097	2427098	2427156	2427157	2427346
NechaG44385	NechaT44385	65136	65663	65664	65737	65738	65840
NechaG44385	NechaT44385	65738	65840	65841	65896	65897	66167
NechaG44385	NechaT44385	65897	66167	66168	66228	66229	67039
NechaG79547	NechaT79547	3628008	3628028	3628029	3628064	3628065	3628108
NechaG79547	NechaT79547	3628065	3628108	3628109	3628187	3628188	3628227
NechaG79547	NechaT79547	3628188	3628227	3628228	3628292	3628293	3628652
NechaG81463	NechaT81463	1378240	1379108	1379109	1379199	1379200	1379230
NechaG78992	NechaT78992	1581296	1581878	1581879	1581933	1581934	1582510
NechaG78992	NechaT78992	1581934	1582510	1582511	1582690	1582691	1582832
NechaG45455	NechaT45455	2212123	2212567	2212568	2212624	2212625	2213139
NechaG35603	NechaT35603	734236	734607	734608	734659	734660	735412
NechaG35603	NechaT35603	734660	735412	735413	735462	735463	735927
NechaG77429	NechaT77429	807897	807921	807922	808024	808025	808077
NechaG77429	NechaT77429	808025	808077	808078	808223	808224	808601
NechaG100856	NechaT100856	1603903	1605358	1605359	1605451	1605452	1605493
NechaG31540	NechaT31540	3120088	3120145	3120146	3120342	3120343	3120645
NechaG31540	NechaT31540	3120343	3120645	3120646	3120700	3120701	3122205
NechaG89788	NechaT89788	1014376	1014392	1014393	1014465	1014466	1014584
NechaG89788	NechaT89788	1014466	1014584	1014585	1014648	1014649	1017833
NechaG89788	NechaT89788	1014649	1017833	1017834	1017886	1017887	1018078
NechaG79406	NechaT79406	3146117	3146917	3146918	3146979	3146980	3147111
NechaG79406	NechaT79406	3146980	3147111	3147112	3147177	3147178	3147294
NechaG18897	NechaT18897	95821	96358	96359	96413	96414	96508
NechaG123074	NechaT123074	1826623	1829869	1829870	1829926	1829927	1830288
NechaG123074	NechaT123074	1829927	1830288	1830289	1830336	1830337	1830669
NechaG71909	NechaT71909	1738369	1739288	1739289	1739355	1739356	1739519
NechaG95620	NechaT95620	2002461	2003045	2003046	2003124	2003125	2007035
NechaG95620	NechaT95620	2003125	2007035	2007036	2007086	2007087	2007198
NechaG48316	NechaT48316	35394	35774	35775	35827	35828	36074
NechaG48316	NechaT48316	35828	36074	36075	36134	36135	36541
NechaG53398	NechaT53398	849480	849592	849593	849640	849641	849998
NechaG53398	NechaT53398	849641	849998	849999	850047	850048	850157
NechaG53398	NechaT53398	850048	850157	850158	850210	850211	850691
NechaG53398	NechaT53398	850211	850691	850692	850744	850745	850869
NechaG53398	NechaT53398	850745	850869	850870	850895	850896	851241
NechaG73264	NechaT73264	8630	9995	9996	10066	10067	10188
NechaG73264	NechaT73264	10067	10188	10189	10255	10256	10303
NechaG73264	NechaT73264	10256	10303	10304	10358	10359	10481
NechaG75259	NechaT75259	4587518	4588648	4588649	4588701	4588702	4588945
NechaG75259	NechaT75259	4588702	4588945	4588946	4589000	4589001	4589252
NechaG75259	NechaT75259	4589001	4589252	4589253	4589301	4589302	4589660
NechaG87129	NechaT87129	197303	197584	197585	197840	197841	198740
NechaG100612	NechaT100612	2736822	2736936	2736937	2737022	2737023	2737039
NechaG100612	NechaT100612	2737023	2737039	2737040	2737285	2737286	2739306
NechaG91235	NechaT91235	2960996	2961003	2961004	2961075	2961076	2961139
NechaG91235	NechaT91235	2961076	2961139	2961140	2961182	2961183	2961788
NechaG91235	NechaT91235	2961183	2961788	2961789	2961834	2961835	2961994
NechaG91235	NechaT91235	2961835	2961994	2961995	2962043	2962044	2962690
NechaG91235	NechaT91235	2962044	2962690	2962691	2962721	2962722	2962796
NechaG36228	NechaT36228	2246401	2246589	2246590	2246658	2246659	2246756
NechaG36228	NechaT36228	2246659	2246756	2246757	2246854	2246855	2247176
NechaG36228	NechaT36228	2246855	2247176	2247177	2247226	2247227	2247744
NechaG36228	NechaT36228	2247227	2247744	2247745	2247796	2247797	2248244
NechaG96786	NechaT96786	1406053	1406208	1406209	1406264	1406265	1406865
NechaG96786	NechaT96786	1406265	1406865	1406866	1406939	1406940	1407022
NechaG96786	NechaT96786	1406940	1407022	1407023	1407086	1407087	1407168
NechaG96786	NechaT96786	1407087	1407168	1407169	1407277	1407278	1407321
NechaG50037	NechaT50037	1103672	1103827	1103828	1103880	1103881	1104500
NechaG50037	NechaT50037	1103881	1104500	1104501	1104559	1104560	1104860
NechaG50037	NechaT50037	1104560	1104860	1104861	1104927	1104928	1105113
NechaG82858	NechaT82858	1927983	1928096	1928097	1928157	1928158	1928245
NechaG82858	NechaT82858	1928158	1928245	1928246	1928297	1928298	1928373
NechaG82858	NechaT82858	1928298	1928373	1928374	1928432	1928433	1928964
NechaG49826	NechaT49826	482775	483972	483973	484036	484037	484464
NechaG44330	NechaT44330	28154	28454	28455	28511	28512	29681
NechaG44330	NechaT44330	28512	29681	29682	29735	29736	29917
NechaG30648	NechaT30648	5270961	5271023	5271024	5271226	5271227	5271565
NechaG30648	NechaT30648	5271227	5271565	5271566	5271612	5271613	5271694
NechaG30648	NechaT30648	5271613	5271694	5271695	5271744	5271745	5272221
NechaG30648	NechaT30648	5271745	5272221	5272222	5272271	5272272	5272584
NechaG30648	NechaT30648	5272272	5272584	5272585	5272637	5272638	5272957
NechaG30648	NechaT30648	5272638	5272957	5272958	5273004	5273005	5273366
NechaG74598	NechaT74598	2197246	2197565	2197566	2197619	2197620	2198163
NechaG98869	NechaT98869	3819626	3820900	3820901	3820958	3820959	3821851
NechaG89917	NechaT89917	1760833	1761005	1761006	1761060	1761061	1762297
NechaG81938	NechaT81938	2918292	2918817	2918818	2918870	2918871	2919663
NechaG81938	NechaT81938	2918871	2919663	2919664	2919716	2919717	2920473
NechaG40194	NechaT40194	763507	763859	763860	763914	763915	764013
NechaG40194	NechaT40194	763915	764013	764014	764072	764073	764140
NechaG40194	NechaT40194	764073	764140	764141	764194	764195	764611
NechaG40194	NechaT40194	764195	764611	764612	764660	764661	765469
NechaG87077	NechaT87077	61386	61418	61419	61448	61449	61504
NechaG87077	NechaT87077	61449	61504	61505	61593	61594	61674
NechaG87077	NechaT87077	61594	61674	61675	61721	61722	62128
NechaG87077	NechaT87077	61722	62128	62129	62182	62183	62472
NechaG87077	NechaT87077	62183	62472	62473	62651	62652	62981
NechaG87077	NechaT87077	62652	62981	62982	63038	63039	63518
NechaG51012	NechaT51012	1673173	1673678	1673679	1673718	1673719	1674197
NechaG51012	NechaT51012	1673719	1674197	1674198	1674244	1674245	1674954
NechaG84742	NechaT84742	1348016	1348119	1348120	1348172	1348173	1348393
NechaG84742	NechaT84742	1348173	1348393	1348394	1348444	1348445	1349184
NechaG84991	NechaT84991	2176894	2177544	2177545	2177825	2177826	2178032
NechaG84991	NechaT84991	2177826	2178032	2178033	2178095	2178096	2178156
NechaG84991	NechaT84991	2178096	2178156	2178157	2178218	2178219	2178454
NechaG99589	NechaT99589	1643130	1644504	1644505	1644555	1644556	1645054
NechaG99589	NechaT99589	1644556	1645054	1645055	1645153	1645154	1645428
NechaG99589	NechaT99589	1645154	1645428	1645429	1645797	1645798	1646460
NechaG9981	NechaT9981	1659448	1659508	1659509	1659559	1659560	1659648
NechaG82338	NechaT82338	547559	548564	548565	548741	548742	548771
NechaG82338	NechaT82338	548742	548771	548772	548817	548818	549032
NechaG81180	NechaT81180	567814	568158	568159	568330	568331	568519
NechaG81180	NechaT81180	568331	568519	568520	568567	568568	568759
NechaG42931	NechaT42931	1868710	1869009	1869010	1869057	1869058	1869780
NechaG75569	NechaT75569	5657446	5657893	5657894	5658058	5658059	5658312
NechaG84637	NechaT84637	936332	936756	936757	936803	936804	939463
NechaG84637	NechaT84637	936804	939463	939464	939524	939525	939530
NechaG84637	NechaT84637	939525	939530	939531	939638	939639	939655
NechaG6183	NechaT6183	2221588	2222046	2222047	2222097	2222098	2222242
NechaG6183	NechaT6183	2222098	2222242	2222243	2222292	2222293	2222522
NechaG67284	NechaT67284	1786226	1787512	1787513	1787677	1787678	1788767
NechaG67284	NechaT67284	1787678	1788767	1788768	1788902	1788903	1793938
NechaG41792	NechaT41792	3266711	3267218	3267219	3267274	3267275	3268194
NechaG76003	NechaT76003	562787	562912	562913	563031	563032	563492
NechaG76003	NechaT76003	563032	563492	563493	563543	563544	564118
NechaG76003	NechaT76003	563544	564118	564119	564168	564169	564704
NechaG74775	NechaT74775	2793426	2793428	2793429	2793613	2793614	2793666
NechaG74775	NechaT74775	2793614	2793666	2793667	2793882	2793883	2794408
NechaG74775	NechaT74775	2793883	2794408	2794409	2794458	2794459	2794844
NechaG74775	NechaT74775	2794459	2794844	2794845	2794891	2794892	2794997
NechaG74775	NechaT74775	2794892	2794997	2794998	2795081	2795082	2795495
NechaG96576	NechaT96576	408996	409509	409510	409557	409558	409850
NechaG41285	NechaT41285	2844228	2844397	2844398	2844446	2844447	2844777
NechaG41285	NechaT41285	2844447	2844777	2844778	2844825	2844826	2845173
NechaG16667	NechaT16667	449590	450236	450237	450303	450304	450453
NechaG16667	NechaT16667	450304	450453	450454	450506	450507	450630
NechaG16667	NechaT16667	450507	450630	450631	450816	450817	451053
NechaG70580	NechaT70580	3546670	3546897	3546898	3547071	3547072	3547130
NechaG70580	NechaT70580	3547072	3547130	3547131	3547191	3547192	3547330
NechaG70580	NechaT70580	3547192	3547330	3547331	3547386	3547387	3548012
NechaG34888	NechaT34888	383321	383502	383503	383563	383564	384291
NechaG34888	NechaT34888	383564	384291	384292	384350	384351	384496
NechaG25351	NechaT25351	520838	520969	520970	521020	521021	521229
NechaG25351	NechaT25351	521021	521229	521230	521380	521381	521519
NechaG25351	NechaT25351	521381	521519	521520	521580	521581	521680
NechaG25351	NechaT25351	521581	521680	521681	521739	521740	522023
NechaG77487	NechaT77487	982167	982583	982584	982699	982700	982702
NechaG58084	NechaT58084	1545591	1546008	1546009	1546068	1546069	1546607
NechaG58084	NechaT58084	1546069	1546607	1546608	1546676	1546677	1546879
NechaG87692	NechaT87692	1691554	1691799	1691800	1691877	1691878	1692007
NechaG87692	NechaT87692	1691878	1692007	1692008	1692062	1692063	1693849
NechaG87863	NechaT87863	2164107	2165456	2165457	2165511	2165512	2166159
NechaG85671	NechaT85671	1024855	1024901	1024902	1024980	1024981	1025102
NechaG85671	NechaT85671	1024981	1025102	1025103	1025216	1025217	1025491
NechaG85671	NechaT85671	1025217	1025491	1025492	1025577	1025578	1025742
NechaG88027	NechaT88027	330616	331192	331193	331250	331251	331551
NechaG88027	NechaT88027	331251	331551	331552	331614	331615	331943
NechaG88027	NechaT88027	331615	331943	331944	332005	332006	332289
NechaG88027	NechaT88027	332006	332289	332290	332343	332344	332443
